http://linkedgeodata.org/ontology/opening_hours	
"n_so"	"o"
1	"Mo-Th 13:00-23:00;Fr-Su 13:00-22:00"
1	"Mo 17:30-21:00; Tu-Sa 11:30-14:00,17:30-21:00"
1	"Tu-Su 10:00-19:00"
1	"Mo-Th 09:00-20:00; Fr 09:00-16:00"
1	"10:30am-10pm Sun / 10:30am-10:30pm Mon-Sat"
1	"10-19"
1	"Mo-Th 08:00-22:00;Fr-Sa 08:00-23:30;Su 10:00-22:00"
1	"9:00 - 19:00"
1	"Mo-Sa 17:00-23:00; Su 16:00-23:00"
1	"Tu-Sa 11:00-22:30; Su 12:00-22:00"
1	"Mo-Sa 10:30-22:00; Su,PH 10:30-20:00"
1	"Mo-Sa 11:00-22:00; PH Su off"
1	"Mo: 06:00-00:00; Tu-Sa: 24/7, Su,PH: 00:00-25:00"
1	"Mo-Fr 10:30-21:00; Su 16:00-21:00"
1	"Mo-Su 12:00-23:00; Fr,Sa 12:00-24:00"
1	"Mo-Sa 11:00-23:00; Su PH 10:20-23:00"
1	"Mo-Th 17:00-22:30;Fr-Sa 17:00-23:00"
1	"Mo-Fr 7:30-18:30;Sa 7:30-13:30"
1	"Mo-Th 10:00-22:00; Fr,Sa 00:00-05:00,10:00-24:00; Su 12:00-22:00"
1	"Mo-Fr 11:30-14:30,18:00-22:30"
1	"Mo,Tu,We,Th 16:30-01:00; Fr 16:30-02:00; Sa 15:00-02:00; Su 11:00-01:00"
1	"Mo-Fr 11:00-22:30;Sa 15:00-22:30;Su 14:00-21:30"
1	"10:30-27:00"
1	"Su-Th 11:30-00:00;Fr-Su 11:30-02:00"
1	"Mo-Fr 11:00-14:00,17:00-21:30; Sa,Su,PH 17:00-21:30; Jan 7-9 17:00-21:30"
1	"Mo-Fr 14:00-23:00; Sa 13:00-23:15; Su 12:30-23:00"
1	"Mo-Su 11:00-14:30,18:00-23:00"
1	"Mo-Su 11:30-13:30, 18:00-22:00"
1	"Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 09:00-22:30"
1	"Mo-Sa 11:30-21:30; Su 16:45-21:30"
1	"Mo-Fr 18:00-22:00"
1	"15:00-23:00"
1	"Mo-Th 11:30-21:00; Sa-Su 13:00-21:00"
1	"24/7; Mo[2,4] 24:00-06:00 off"
1	"Mo-Fr 07:00-21:30; Sa 07:30-19:00; Su,PH 08:00-18:00"
1	"Mo-Fr 11:00-18:30; Sa 11:00-16:00"
1	"Mo-Fr 10:30-14:00,16:30-22:00; Sa,Su,PH 16:00-22:00"
1	"Su 11:00-21:00, Mo-Sa 11:00-22:00"
1	"Mo-Fr 08:00-18:00; Sa 11:00-16:00"
1	"Mo-Fr 11:00-19:00; Sa 11:00-18:00; Su 12:00-17:00"
1	"Mo-Fr 09:00-00:00; Sa, Su 11:00-00:00"
1	"Tu-Su 14:00+; Mo off"
1	"Mo-Fr 07:00-24:00; Sa-Su 09:00-23:00"
1	"Tu-Fr 09:00-15:00; Sa,Su 09:00-16:00"
1	"Mo-Fr 11:00-22:00; Sa-Su 10:00-22:00"
1	"06:00-26:00"
1	"Mo-Fr 11:00-24:00; Sa,Su,Ph 14:00-02:00"
1	"Mo-Sa 07:30-21:00; Su,PH 10:30-21:00"
1	"mo-su 13:00-16:00, 20:00-23:30"
1	"Mo-Fr 08:30-15:30"
1	"Mo 09:30-17:30; Tu-Fr 09:00-17:30; Sa 08:00-17:30"
1	"Mo-Sa 11:00-0:00; Su 12:00-0:00"
1	"Mo-Sa 05:00-20:30; Su 06:00-20:30"
1	"Mo-Sa 10:00-20:30; PH off"
1	"Mo-Sa 10:30-23:00; Su 16:30-23:00"
1	"Mo-Th 13:00-01:00"
1	"Mo-Fr 09:00-22:00; Sa-Su 14:00-22:00"
1	"Mo-Fr 11:00-19:00; Sa 09:00-18:00"
1	"07:30-13:30"
1	"11:30-14:30"
1	"Mo-Su 11:00-15:00,18:00-00:00"
1	"Mo-Sa,Sa,Su 09:00-21:00; Fr 09:00-22:00"
1	"Mo-Fr 11:00-19:00; Sa 11:00-14:00"
1	"Mo-Su,PH 11:00-22:00; Fr,Sa 11:00-22:30"
1	"Mo-Su 12:00 - 21:00"
1	"Tu-Su 11:30"
1	"P-N 09:00-23:00; R-L 09:00-05:00"
1	"Su-Th 09:00-21:00; Fr,Sa 09:00-22:00"
1	"01:00-01:01 ""enter regular opening hours here"" || ""only drive-through"""
1	"Mo-Fr 08:30-18:00;Sa 08:30-13:00"
1	"Mo-Fr 08:00-13:00"
1	"until 20:00"
1	"Mo-Th 07:00-23:00; Fr 07:00-24:00; Sa 08:00-24:00; Su 08:00-23:00"
1	"Mo-Fr 5:30-0:00, Sa-Su 6:00-0:00"
1	"Mo-Sa 11:45-14:45,17:00-23:00; Su 17:00-23:00"
1	"Mo-Th 10:00-22:00; Fr-Sa 10:00-01:00; Su 10:00-22:00"
1	"Mo-Su 18:30-01:00"
1	"Mo-Su 08:00-21:15"
1	"Mo-Sa 11:30-23:00"
1	"Mo-We 11:00-23:00; Th,Fr 11:00-24:00; Sa 11:00-01:00; Su 16:00-22:00"
1	"Mo-Sa 10:00-13:30,17:00-22:00; Su 12:00-22:00"
1	"Mo-Fr 08:30-21:30; Sa 10:00-21:30; Su 12:00-20:30"
1	"Mo-Sa 10:00-20:00;Su 09:00-17:00"
1	"Mo-Th 09:00-23:00; Fr 09:00-24:00; Sa 09:00-24:00; Su 10:00-22:00"
1	"Mo-Fr 10:00-22:30; Sa,Su,PH off"
1	"7:00 - 0:00"
1	"07:30-19:00"
1	"8h30-21h30"
1	"Su-Th 11:00-01:00;Fr-Sa 11:00-02:00"
1	"Mo-Fr 09:00-18:00; Sa 08:00-16:00"
1	"Mo-Fr 09:00-19:00; Sa-Su 11:00-19:00"
1	"Mo-Fr 09:00-22:00, Sa-Su 10:00-22:00"
1	"Mo-Fr 10:00-16:00; Sa 10:00-14:00"
1	"Mo,Tu,Th 10:30-03:00; We 10:30-05:00; Fr,Sa 10:30-06:00; Su,PH 12:00-23:00"
1	"""During games"""
1	"Mo-Fr 24/7;Sa-Su Closed"
1	"Mo-Tu 10:00-01:00;We-Th 10:00-05:00;Fr-Sa 10:00-06:00;Su 10:00-01:00"
1	"Mo-Th 07:00-02:00;Fr 07:00-05:00;Sa 08:00-05:00;Su 08:00-02:00"
1	"Mo-Sa 10:00-22:00; Su 10:00-21:00"
1	"Mo-Sa 07:00-22:00; Su 10:00-18:00"
1	"Mo-Fr 11:00-19:00; Sa-Su 12:00-19:00"
1	"Mo-Tu,Th-Su"
1	"Mo-Th 08:00-23:00;Fr-Sa 08:00-24:00;Su 08:00-23:00"
1	"Mo-Sa 12:00-15:00;18:00-23:00"
1	"http://www.sibylla.se/om-sibylla/Hitta-vara-kok/uppsala/"
1	"Mo-Fr 11:00-21:00; Sa-Su 12:00-18:00"
1	"Mo-Th 07:00-24:00; Fr 00:00-00:45,07:00-24:00; Sa 00:00-05:00,07:00-24:00; Su 00:00-05:00,09:00-24:00"
1	"Mo-Fr 11:00-14:00,17:00-23:00; Sa 11:30-14:00,16:00-23:00; Su,PH 11:00-23:00"
1	"Mo-Th,Su 00:00-01:00,11:30-24:00; Fr,Sa 00:00-02:00,11:30-24:00"
1	"Mo-Su 07:00-26:00"
1	"Mo-Fr 10:00-18:00; Sa, Su, PH off"
1	"Mo-Sa 10:00-20:00; PH off"
1	"Mo-Sa 09:00-22:00; Su,PH 11:00-22:00"
1	"Mo-Tu,Th-Sa 12:00-13:30,18:00-21:45; Su,We 18:00-21:45"
1	"Mo-Fr 08:00-14:30,16:30-20:30; Sa,Su 16:30-20:30"
1	"Mo-Fr 10:00-17:00;Sa 11:00-16:00"
1	"Mo-Th 11:00-14:30, 18:00-21h30; Fr-Sa 11:00-21:30; Su 18:00-21:30"
1	"Mo-Th 07:00-22:00; Fr 07:00-22:30; Sa 08:00-22:30; Su 09:00-22:00"
1	"Mo-We 11:30-14:00, 18:00-23:30; Tu-Fr  11:30-14:00, 18:00-00:30; Sa 11:30-00:30"
1	"Su-Th 09:00-23:00;Fr-Sa 09:00-01:00"
1	"Mo-Fr 09:00-23:00; Sa 09:00-24:00; Su 10:00-23:00"
1	"Mo-Fr 11:00-15:00,17:00-21:00; Sa-Su 12:00-21:00; PH 12:00-21:00"
1	"Mo-Th 06:00-15:00; Fr 06:00-13:00"
1	"Mo-Fr,Su 11:00-22:00"
1	"Mo-Tu 10:30-22:00; We 10:30-24:00; Th 10:30-22:00; Fr 10:30-24:00; Sa 11:00-24:00; Su 11:00-22:00"
1	"Mo-Fr 10:00-22:00, Sa, Su"
1	"Mo-Fr 00:00-02:00,06:00-24:00; Sa,Su 00:00-05:00,06:00-24:00"
1	"Mo-Fr 10:30-22:30; Sa,Su 10:30-22:00"
1	"Mo-Th 11:30-12:00; Fr-Sa 11:30-21:00; Su 12:00-20:00"
1	"Mo-Sa 00:00-02:00,11:00-15:30,19:30-00:00; Sa-Su 00:00-02:00,11:00-00:00"
1	"Mo-Su 10:00-07:00"
1	"11:00-22:30; Tu off"
1	"Su-Th 11:00-22:30; Fr-Sa 11:00-23:30"
1	"Mo-Fr 11:00-21:00;Sa-Su 17:00-21:00"
1	"Mo-Sa 11:00-13:30; 17:00-22:30; Su 17:00-22:30"
1	"Su-Th,PH 9:00-0:30; Fr,Sa 9:00-2:00"
1	"7:30~23:00"
1	"Mo-Sa 17:00-22:00; We 11:30-14:00,17:00-22:00; Th,Fr 11:30-14:00,17:00-23:00"
1	"Mo-Fr 07:00-18:30"
1	"Su-Th 11:00-24:00; Fr-Sa 11:00-04:00"
1	"Su-Th 12:00-22:00;Fr, Sa 12:00-23:00"
1	"http://www.jannisgyrosgrill.de/"
1	"Mo-Su 17:00-21:45"
1	"Mo-Fr 10:00-22:00; Sa,Su 10:00-23:00"
1	"Tu-Th 11:30-22:00; Fr 11:30-23:00;Sa 17:00-23:00,Su 12:00-22:00"
1	"Mo-Su,Su 08:00-01:00,08:00-01:00; Fr,Sa 08:00-01:00,08:00-02:00"
1	"11 AM to 11 PM"
1	"Mo-Sa 11:00-22:00, Su off"
1	"Mo-Sa 11:30-23:00;Su,PH 12:00-21:00"
1	"Tu-Th 11:30-21:00; Fr-Sa 11:30-22:00; Su 16:00-20:00"
1	"Mo-We 11:30-23:00, Tu-Sa 11:30-24:00; Su 12:00-23:00"
1	"Mo-Fr 09:30-23:00; Sa, Su, PH 10:30-23:00"
1	"Mo-Fr 10:00-18:00; Sa 12:00-18:00"
1	"Mo-Su 07:00-19:00"
1	"Mo-Fr 11:00-14:30,17:00-23:00;Sa,Su 11:00-23:00"
1	"Mo-Th 11:00-23:00; Fr-Sa 11:00-02:00; Su 14:30-22:00"
1	"5 am to 11 pm"
1	"Mo-Th 08:00-23:00; Fr 08:00-24:00; Sa 00:00-02:00,09:00-24:00; Su 00:00-02:00,09:00-23:00"
1	"Martes-Domingo"
1	"Mo-Su 11:30-20:30"
1	"Mo 11:30-14:30, 17:30-23:30;Tu-Sa 11:30-15:00, 17:30-23:30"
1	"We-Fr 11:30-21:00, Sa-Su 11:30-19:00; PH 11:30-19:00"
1	"Mo-We 11:00-01:00, Th-Sa 11:00-06:00; Su 11:00-01:00"
1	"10:00-14:00, 17:30-20:30"
1	"Mo-Fr 09:00-03:00; Sa 10:00-03:00; Su 10:00-24:00"
1	"Mo-Fr 11:00-14:00, 18:00-22:30; Sa-Su off"
1	"Tu-Fr 05:30-17:00; Sa-Su 06:00-17:00"
1	"Open 6 days, closed Wednesday "
1	"Tu-Su 11:30-14:30, 17:30-01:00; PH 11:30-14:30, 17:30-01:00"
1	"Mo-Th 17:00-23:00; Fr-Sa 18:00-24:00"
1	"Tu-Th 11:30-19:00; Fr,Sa 11:30-20:00; Su 16:00-20:00"
1	"Su-Th 11:30-0:00; Fr-Sa 11:30-1:00"
1	"Mo-Fr 11:00-22:30; Sa-Su 12:30-22:30"
1	"Mo-Fr 05:30-21:30;Sa-Su 09:30-18:30"
1	"Mo-Fr 11:00-20:00; Su, PH  14:00-20:00"
1	"Mo-Fr 07:30-18:00;Sa 10:00-17:30"
1	"Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su 09:00-16:00"
1	"Mo-Fr 11:30-18:30; Sa 11:00-17:30; Su 12:30-17:30"
1	"Mon-Sat: 6:00am-9:00pm; Sun: 9:00am-8:00pm"
1	"Mo-Fr 09:30-19:00; Sa 09:30-15:00"
1	"We-Fr 16:00-24:00; Sa 14:00-24:00; Su 14:00-19:00"
1	"Mo-Fr 00:00-03:00,10:00-24:00; Sa,Su 00:00-04:00,10:00-24:00"
1	"Mo-Su 08:00-22:00; Fr,Sa 08:00-23:00"
1	"Mo-Sa 08:00-22:00; Su 09:00-22:00"
1	"Mo-Th 11:30-14:30; Fr 11:30-14:00"
1	"Mo-Fr 11:00-14:00,17:00-22:00; Sa-Su 17:00-22:00"
1	"mo-th 11:00-21:00;fr 11:00-23:00;sa 11:00-22:00;su 15:00-21:00"
1	"Mo-Fr 06:00-20:00; Sa 06:00-17:00; Su 07:00-14:00; PH 07:00-14:00"
1	"Mo-Sa 9:00-22:00; Su 10:30-22:00"
1	"Mo-Fr 09:00-21:00; Sa 09:00-18:00"
1	"Mo 11:30-21:30; Tu off; We-Fr 11:30-21:30; Sa-Su 13:00-21:30"
1	"Mo-We 10:00-00:00; Th-Fr 10:00-02:00; Sa 12:00-02:00; Su 12:00-20:00"
1	"Mo-Fr 09:30-22:00; Sa 10:00-22:00; Su 10:30-22:00"
1	"Tu-Fr 10:00-18:00;Su 12:00-17:00"
1	"Mar-Oct: Mo-Fr 09:00-21:00; Sa 12:00-18:00; Su 14:00-21:00; PH 14:00-20:00; Nov-Feb: Mo-Fr 10:00-20:00; Sa 12:00-18:00; Su 14:00-20:00; PH 14:00-20:00"
1	"Mo-Fr 11:45-19:00"
1	"We-Mo 11:00-22:00; Su 14:00-22:00"
1	"Mo-Th 10:00-22:00;Fr-Sa 10:00-02:00;Su 12:00-22:00"
1	"Mo-Fr 16:00+;Su 13:00+"
1	"Mo-Su 11:30-21:00; We off"
1	"Su-Th 10:30-23:59; Fr-Sa 10:30-01:00"
1	"Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 12:00-18:00"
1	"Mo-Th 10:30-22:00; Fr-Sa 10:30-05:00; Su 11:00-22:00; "
1	"Mo-Fr 08:00-22:00; Fr 09:00-22:00; Su, Ph 09:30-22:00"
1	"Mo-We 10:30-21:00; Th-Sa 10:30-22:00; Su 11:00-21:00"
1	"Tu-Su 17:00-23:00;PH 17:00-23:00"
1	"Mo-Su 11:00-00:45"
1	"Su-We 11:00-02:30;Th-Sa 11:00-03:00"
1	"Mo-Su 00:00-01:00,10:00-24:00"
1	"Sa 10:00-14:00"
1	"Mo 11:00-21:00; Tu-Th 11:00-22:00; Fr-Sa 11:00-03:00; Su,PH 12:00-22:00"
1	"Mo-Fr 00:00-01:00,12:00-24:00; Sa,Su 00:00-03:00,12:00-24:00"
1	"11:00 - 01:00"
1	"06:00-20:30"
1	"Tu-Sa 11:00-19:00; Su 14:00+"
1	"Feb 28-Oct 4: Mo-Su 12:00-21:00"
1	"Mo-Fr 15:00-22:00;Sa-Su 14:00-22:00"
1	"11:00-21:00; Su off"
1	"Mo-Th 11:00-14:30,17:00-22:45; Fr 17:00-23:15; Sa 11:00-23:15; Su 11:00-22:45"
1	"Mo-We 11:00-22:30; Fr-Su 11:00-22:30"
1	"Mo-Sa 09:00-22:00; Su 12:00-22:00"
1	"Mo-Fr 11:30-14:30,16:30-22:00; Sa,Su 14:00-22:00"
1	"Su-Th 07:00-01:00; Fr,Sa 07:00-03:00"
1	"Mo-Th 11:00-24:00; Fr-Sa 11:00-01:00; Su 11:00-24:00; PH 12:00-23:00"
1	"Otvorene bude az od cca. 03/2015"
1	"prevÃƒÂ¡dzka len na jar/leto/jeseÃ…Ë†"
1	"06:00 - 02:00"
1	"11:00-22:45"
1	"Mo-Fr 08:00-22:00; Sa 10:00-21:00"
1	"Mo-Fr 08:00-23:00; Sa 10:00-23:00; Su 12:00-23:00"
1	"Mo-Fr 11:00-14:00, 17:00-23:00; Sa,Su,PH 12:00-23:00"
1	"Mo-Fr 07:00-17:00;Sa-Su off"
1	"Mo-We 11:00-16:00; Th-Sa 11:00-22:00"
1	"Su 10:00-20:00; Mo-Th 7:00-21:00; Fr 7:00-20:00; Sa 9:00-20:00"
1	"Su-Th 10:30-23:00;Fr-Sa 10:30-24:00"
1	"Mo-Th 07:30-22:30; Fr 07:30-23:00; Sa 09:00-23:00; Su 09:00-22:30"
1	"Mo-Fr 08:00-23:00; Sa-Su 10:00-23:00"
1	"06:00 - 24:00"
1	"Mo-Su 12:00-14:00,18:00-23:00"
1	"Su-Sa 09:00-22:00"
1	"Mo-Sa 11:00-14:00,17:00-23:00"
1	"Mo 17:00-22:30; Tu-Fr 12:00-14:00, 17:00-22:30; Sa 17:00-22:00; Su 12:00-14:00, 17:00-22:30"
1	"Mo-Sa 11:30-22:00;Su off"
1	"Mo-Th 09:30-00:30, Fr 09:30-04:00, Sa 09:00-04:00, Su 11:00-00:30"
1	"Mo-Th 07:00-02:00; Fr-Sa 07:00-05:00; Su 07:00-02:00"
1	"Tu-Su 11:00-14:30, 17:00-22:30; Ph 11:00-14:30, 17:00-22:30"
1	"07:30-21:00"
1	"Mo-Sa 07:00-24:00"
1	"Mo-Fr 10:00-21:00; Sa,Su 11:00-21:00"
1	"mo-fr 11:00-22:00; sa-su 12:00-22:00"
1	"Mo-Fr 15:00-22:00; Sa-Su 12:00-22:00"
1	"Mo-Fr 08:30-22:00; Sa-Su 10:30-22:00"
1	"Mo-Th 11:00-22:00;Fr 11:00-23:00; Sa 12:00-23:00; Su,PH 12:00-22:00"
1	"Mo-Fr 08:00-14:00; Sa 09:00-14:00"
1	"Sun-Thurs 11AM-10PM , Fri-Sat 11AM-11PM"
1	"Mo-Th 10:30-22:00;Fr-Sa 10:30-22:30;Su 11:00-22:00"
1	"Mo-Fr 7:00-21:00, Sa-Su 7:00-20:00"
1	"Mo-Fr 17:00-22:00; Sa,Su,PH 16:00-22:00"
1	"Mo-Th 05:00-14:00, Fr 05:00-13:00"
1	"Mo-Sa 11:00-22:30;Su 12:00-22:00"
1	"Su-We 09:00-18:30;Th-Sa 09:00-19:30"
1	"Mo-Fr 9:00-19:00; Sa 10:00-18:00"
1	"Mo-Th 10:00-23:00; Fr-Sa 12:00-23:00"
1	"Mo-Su 00:00-01:00,08:00-24:00"
1	"Mo-Su 20:00-02:00"
1	"LUNDIDe 08:00 ÃƒÂ  23:30 MARDIDe 08:00 ÃƒÂ  23:30 MERCREDIDe 08:00 ÃƒÂ  23:30 JEUDIDe 08:00 ÃƒÂ  23:30 VENDREDIDe 08:00 ÃƒÂ  23:30 SAMEDIDe 08:00 ÃƒÂ  23:30 DIMANCHEDe 08:00 ÃƒÂ  23:30"
1	"Mo-Sa 11:00-21:00; PH,Su 15:00-21:00"
1	"Mo-Th 07:00-24:00; Fr 07:00-01:00; Sa 08:00-01:00; Su 09:00-24:00"
1	"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00"
1	"Mo-We 11:00-22:00;Th-Fr 11:00-23:00;Sa 12:00-23:00;Su 12:00-22:00"
1	"Mo 12:00-14:00,17:30-22:15; Tu 12:00-21:45; We-Sa 12:00-14:00,17:30-22:15; Su 12:00-21:45"
1	"Mo-Sa 07:00-01:00, Su 09:00-01:00"
1	"Mo-Su 00:00-05:00,07:00-24:00"
1	"Mo-Fr 07:30-23:00; Sa,Su 10:00-23:00"
1	"Mo-Su 9:30-22:00"
1	"Mo-Sa 11:00-13:30,17:00-23:00; Su 16:00-22:00"
1	"Mo-Fr 10:30-21:00; Sa,Su 11:00-21:00"
1	"Mo-Th 09:00-23:00; Fr 09:00-24:00; Sa 10:00-24:00; Su 10:00-22:00"
1	"Mo-Th 09:00-02:00; Fr-Sa 09:00-06:00; Su 10:00-02:00"
1	"17:00-23:00 Mo-Su"
1	"Mo-Th 17:00-22:30;Fr-Sa 17:00-00:00"
1	"Su-Mo 17:00-23:30; We-Th 17:00-23:30; Fr-Sa 12:00-14:00,17:00-00:00"
1	"Mo-Sa 12:00-14:00,17:00-24:00; Su 17:00-24:00"
1	"11:00-14:00, 17:00-23:00; Tu off"
1	"Mo-Sa 11:30-12:00"
1	"10am - 12am"
1	"We-Su,Mo 11:00-22:00"
1	"Mo-Su 09:00 - 20:00"
1	"Mo-Fr 11:00-16:00; Sa 12:00-15:00"
1	"Mo-Sa 08:00-00:00;Su 10:00-00:00"
1	"Mo-Th 12:00-24:00; Fr-Sa 12:00-01:00; Su 12:00-24:00"
1	"Fr-Sa 11:00-23:00; Su-Th 11:00-22:00"
1	"Mo,Tu,We,Th 11:00-01:00;Fr, Sa 11:00-03:00;Su 11:00-01:00"
1	"Mo-Fr 06:30-21:30; Sa 07:30-21:30; Su 08:30-21:30"
1	"mo-fr 10:00-22:00;sa 11:00-22:00;su 12:00-22:00"
1	"Mo-Fr 08:00-23:00; Sa,Su 10:00-22:00"
1	"Mon - Thurs 7:00 - 23:00 Fri - Sat 7:00 - 3:30 Sun 9:00 - 11:00"
1	"Mo-Fr,Su 11:00-19:00"
1	"Mo-Fr 09:00-20:00; Sa 12:00-19:00; Su 14:00-20:00"
1	"Tu-Sa 11:30-14:30,17:00-21:45;Su 11:30-16:00,17:00-21:45"
1	"Mo-Th 08:00-24:00; Fr-Sa 08:00-03:00; Su 09:00-23:00"
1	"Su-Th 10:00-23:00; Fr-Sa 10:00-24:00"
1	"Mo-Th 05:00-02:00; Fr-Su 00:00-24:00"
1	"Mo off; Tu-Th 11:00-14:30,17:00-22:00; Fr-Sa 11:00-23:00; Su 14:00-22:00"
1	"Mo-Su 00:00-00:30,19:00-24:00; We 00:00-00:30; Th 19:00-24:00"
1	"Mo-Fr 10:30-20:00; Sa,Su 11:00-17:00"
1	"We 11:30-14:00,17:00-20:00; Th 11:30-14:00,17:30-23:00; Fr,Sa 11:30-14:00,17:30-24:00; Su 11:30-14:00,17:30-21:45"
1	"Mo-Tu 08:30-15:00; We 08:30-22:00; Th 08:30-16:00; Fr 08:30-22:00"
1	"Monday thru Thursday 11:00am - 09:00pm, Friday & Saturday 11:00am - 09:30pm, Sunday 11:00am - 09:00pm"
1	"Llunes a domingu"
1	"Su-Th 11:00-22:00 ;Fr-Sa 11:00-23:00"
1	"Su-Fr 07:00-01:00; Fr-Sa 07:00-02:00"
1	"Mo-Su 16:30+"
1	"Mo-Fr 10:00-22:00; Sa,Su,PH 17:00-22:00"
1	"Mo-Fr 08:30-17:30"
1	"Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa 00:00-02:00,11:00-24:00; Su 00:00-02:00,11:00-22:00"
1	"Mo-Th 11:30-21:00;Sa-Su 14:00-21:00"
1	"Mo-Th 07:30-23:00; Fr-Sa 07:30-24:00; Su off"
1	"Mo-Th 07:00-23:00; Fr-Sa 07:00-24:00; Su off"
1	"Mo-Sa 08:00-17:30, Su 10:30-17:30"
1	"Mo 00:00-01:00,08:00-24:00; Tu-Fr 00:00-03:00,08:00-24:00; Sa-Su 00:00-06:00,08:00-24:00"
1	"Mo-Sa 07:30-22:30; Su,PH 08:30-22:00"
1	"Mo-Tu 08:00-01:00; Fr 08:00-03:00; Sa 08:00-05:00; Su 08:00-01:00"
1	"11am - 11pm"
1	"Mo-Sa 10:00-23:00; Su 12:00-23:00; PH 12:00-23:00"
1	"Mo-Fr 08:00-14:00,15:00-20:00; Sa 08:00-13:00"
1	"Mo-Sa 10:00-18:00; Su 12:00-18:00"
1	"Mo off; Tu-Su,PH 11:30-22:00"
1	"Mo-Th 08:00-01:00; Fr,Sa 08:00-06:00; Su 09:00-01:00"
1	"Mo-Fr 11:00-21:30; Sa 12:00-22:00; Su 14:00-21:30"
1	"Su-Th 11:00-02:00; Fr-Sa 11:00-03:30"
1	"Su-Sa 16:00-01:30"
1	"Su-Sa 07:00-02:00"
1	"Mo-Sa 17:00-23:00; Su 17:00-22:00"
1	"Mo-Th 11:00-24:00; Fr-Sa 11:00-02:30; Su 12:00-22:00"
1	"Mo-Fr 10:00-19:00; Sa 11:00-18:00; Su off"
1	"11:00-22:50"
1	"Mo-Fr 06:00-18:00; Sa-Su 06:00-16:00"
1	"Mo off; Tu 09:00-18:00; We-Fr 09:00-19:00; Sa-Su 10:00-19:00"
1	"Mo-Fr 07:00-24:00; Sa,Su 00:00-03:00,07:00-24:00"
1	"Sa-Su 10:00-sunset"
1	"Mo-Fr 11:00-23:00; Sa, Su 12:00-23:00"
1	"Mo-Th 10:00-14:00,17:00+; Fr 10:00-14:00,19:00+"
1	"Mo-Fr 8:00-17:00; Sa 9:00-1?:?0"
1	"atÃƒÂ© 11:00 da noite"
1	"19:00 - 0:30"
1	"Mo-Fr 11:00-14:30,17:00-21:00; Su 12:00-21:00"
1	"Mo 10:30-19:30; Tu-Fr 10:30-20:30; Sa 10:30-14:00, 17:00-20:30"
1	"Mo-Sa 11:30-18:00"
1	"Mo-Su 11:30-12:30"
1	"Mo-Fr 09:00-22:00; Sa 12:00-22:00; Su 16:00-22:00; ph off"
1	"Mo-Sa 09:00-24:00; Su 09:00-23:00"
1	"Mo-Th 08:30-23:00; Fr-Sa 08:30-24:00; Su 10:00-22:00"
1	"Mo-Fr 08:00-23:00; Sa 10:00-23:00; Su 10:00-21:00"
1	"Mo-Th 07:00-24:00; Fr-Sa 07:00-01:00; Su 08:00-24:00"
1	"Mo-Th 07:00-23:00; Fr,Sa 07:00-24:00; Su 09:00-23:00"
1	"Mo-Fr 08:00-22:00; Sa,Su 10:00-22:00"
1	"Mo-Fr 10:30-23:00; Sa 10:30-21:30; Su 17:00-23:00"
1	"Mo-Su 09:00-16:00; PH 09:00-16:00"
1	"mo-sa 11:00-22:00;su 13:00-21:00"
1	"Mo-Sa 09:00-24:00; Su 12:00-24:00"
1	"Mo-Th 08:00-22:00; Fr-Sa 08:00-23:00; Su 10:00-22:00"
1	"Mo-Th 10:00-24:00; Fr-Su,PH 10:00-02:00"
1	"20:30-00:00"
1	"10:00 - 18:00"
1	"Su-Th 09:00-00:00; Fr-Sa 09:00-02:00"
1	"Mo-Fr 10:00-21:00; Sa 11:00-19:00; Su 11:00-20:00"
1	"Mo-Th 09:00-22:00;Fr-Sa 9:00-23:00;Su 10:00-23:00"
1	"8:30-23:00"
1	"09:00am to 10:00pm"
1	"Mo-Th 11:00-14:30,18:00-23:00; Fr 18:00-23:00; Sa-Su 11:00-23:00"
1	"Mo-Su 05:00-11:30"
1	"Mo-Fr 09:00-20:00; Sa 10:00-17:00"
1	"Su-Th 06:00-01:00; Fr-Sa 06:00-04:00"
1	"ma-to 10-22, pe 10-04, la 11-04"
1	"Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su 09:00-21:00"
1	"Sa-Su 10:00-20:00"
1	"Summer: m-t 11-12, f 11-23, l 12-23,s 12-22, summer: m-t 11-20, f 11-22, l 12-22, s 12-20"
1	"Tu-Fr 11:00-19:00; Sa-Su 12:00-18:00"
1	"Mo-Sa 7:00-20:00; Su 9:00-20:00"
1	"Mo-Fr 09:00-24:00;Sa 00:00-02:00,10:00-24:00;Su 00:00-02:00,11:00-23:00"
1	"Tu 16:00-19:00"
1	"Tu-Su 12:00-14:30,17:00-22:00"
1	"Mo-Su 17:30-21:00; Tu-Th 12:00-13:30,17:30-21:00"
1	"Su-Th 11:00-22:45, Fr-Sa 11:00-00:45"
1	"Mo-Th 9:00-0:00, Fr 9:00-2:00, Sa 10:00-2:00, Su 10:00-22:00"
1	"Mo-Fr 10:30-20:00; Sa 10:30-18:00"
1	"Mo-Sa 10:30-21:00;Su 12:00-21:00"
1	"Mo-Su 10:15-22:00"
